a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,class_-1,class_1
0.4787111687080025,-0.24944957750840535,1.854962817809583,-0.313202040856723,0.3388453864318389,0.31714182391341844,0.5781947623088157,-1.1047877316199808,-0.11732700214055759,-1.405327733452846,1,0
0.17434568933358288,-0.7646898897389763,-0.39281391605436106,0.2939616310792958,0.08563905127716738,-0.48580186284521915,0.9637333591009514,-0.4732802858634081,-0.808377647399349,-0.2016871634395078,1,0
0.6678570852424585,-0.24037338633068542,0.019659199361236054,-1.5417436632662183,-0.04802200304345048,0.8657395598077032,0.6455766868316186,-1.4147543538781029,-0.7682652293424465,-1.9364224147808635,1,0
-0.6420162833136094,2.1265902609576357,-0.7297135924013096,-0.056275135249561965,-3.3713421368781225,-0.6888877730551581,0.6568376496611458,1.1743786085132688,-1.8931731423103704,-0.07626733804419712,0,1
0.885989655593103,1.6480094379403052,-0.8062000387229311,1.1835767733080178,1.3286898313321456,-0.3978214194498049,0.05674323863132658,-0.43541309322096233,-0.7141388525719929,-0.6018098664450109,1,0
0.2606515843150589,1.7805852435711933,-1.6481576563062885,2.9582676591357573,-1.2538273702318776,-0.11293050345283699,-0.027920816601281186,0.10812513808571371,-0.2711420465714147,-1.4558854173926148,0,1
0.13002075579129949,-0.7210389589373086,-0.3014778485408409,0.4436547966662402,-0.5029396177042313,-1.1517915408710573,0.6013371900013337,-0.35079986862842133,0.8145674021687508,0.7686894451819066,0,1
0.271781942864467,-0.8094109391511175,-0.2672724735859195,0.9168985669407513,-0.04894421374541779,-0.345408369874838,0.5237514542615714,-0.6131748551928623,-1.5894019696161554,-1.7491935226926423,1,0
-0.09660064287041967,-0.7064952543405212,-0.20261388896732602,-0.3841205918393065,-0.4316319063295326,-0.2127537164390156,1.5152217775094445,0.37840123462928327,-0.39239325457126734,-0.36016252182525665,0,1
0.46974231736743277,-0.6730441392575707,-0.4289395514252123,-0.1658626375222178,-0.26084443407164987,-0.0023393597001383384,-0.7451752041717722,-0.056186239339776685,-0.10629185590718183,-0.3087959149424513,0,1
0.5780282142257979,1.9981760277008116,-0.6408632607636251,-1.0476064319586917,0.35306528048152847,0.3592559632997174,-1.1855937585902563,0.4269970247684722,0.4875073319022584,0.5749524003247116,1,0
0.2867300284320832,-0.14998799776828198,-0.21682735026683098,-1.5166776236947879,-0.5648764783976492,0.7251897266447046,0.7534980775407193,-1.691980256189267,0.9131051650072688,-1.7776896718223303,0,1
-0.9649791461406969,-0.48428116147343087,0.035103747859910744,-2.4620035672880607,0.5776830838752132,0.6330271830967762,0.3979044492524076,0.816450398923647,0.06641156765933078,0.5887776288056958,1,0
0.25752160959057213,-0.10226863454568431,-0.23619488476860154,-0.029986362040500657,0.10876869065715412,0.030589793369891233,0.12729661799183306,-1.0291061965690633,-0.1919327147122145,-0.6672223171569013,1,0
-0.26211033771861686,-0.10226863454568431,0.6697615960634596,-0.4368509799621327,0.38135632491930005,-0.16927160036731487,1.8819614608433086,-0.8958707567203464,-0.7387817558170776,0.14997370143318398,1,0
-0.4685342761626837,-0.11899419208715956,0.9482582600670215,-0.3579846603349492,0.7636424096170743,-0.1525431997572583,1.9706702700718282,-0.4348317406472472,-0.5055204285342789,-0.6799076996726978,1,0
0.1559869138195529,-0.7331966953729663,-0.2519162806278551,0.13625956016587004,0.24680280862903636,-0.38384851473462916,1.0252779681978361,-0.6659722389329925,-0.008701897039628754,-0.4021529764137775,1,0
0.3454977601425141,2.048313066302627,-0.5457809183282295,-0.062388803437715676,-1.0671540749142998,-0.9018817429722218,0.27897489283852456,-0.4066625659390496,-0.4511571007710843,-0.07931918369292498,1,0
0.3892752990020398,-0.7273150064176228,-0.31527898398416465,0.24846065558896166,-0.14179000732090147,-0.2456046994127365,-0.15323924580416132,0.19704565674714422,0.29794653770930063,0.7707485217641808,1,0
-1.8683207303019906,-0.5093893147969487,-0.32473302682946326,0.07938716184556978,-1.4642996514066764,0.23803368644903886,-0.2328243769850844,-0.09550681341651031,0.7003908738093139,0.018891415436619114,0,1
0.8540611062511188,1.7895028986584727,-1.3619446084227633,0.6509540007560635,0.2675228006909795,-0.7413985352505108,-0.6991661274682758,0.5782808195193458,0.8230637877656137,0.6051767030145226,1,0
0.3052572330792694,-0.7837578180167102,-0.23575899743492423,0.2558123415852165,0.3025519329995767,-0.3809171361230538,0.948266771377948,-0.1823661729529508,-0.12182907100264032,-0.3653837517303092,1,0
-1.5549021850204232,-0.5816619550265224,0.26479870159973523,0.7602205354488412,-1.9932321120834149,0.11800350356706764,0.7149350252387875,0.7519202632412657,1.0305313069814421,1.6596077592623457,1,0
0.819855956459306,-0.8051383915137454,-0.22356593283070736,0.7866621503626061,0.4109265648468972,0.014760348867384443,-0.5297690723326753,0.17505995941391683,-0.24903790396284306,0.013633416306883105,1,0
0.5029930354046935,-0.562776343252795,0.6737081435440515,0.3554804172225929,-0.7053053693214141,-0.32172283069330926,0.3715905667221861,-0.9941457667951934,0.5491145900149698,-0.6077297116190493,1,0
0.3849803561065557,-0.7257831514437414,-0.1441637536689473,0.20234831327981193,0.4100341028772514,0.5022681544964392,-0.7357987289994312,0.22220236811881794,-0.5451589446056992,0.053748640436547125,1,0
0.25710053675768146,-0.7107261862541526,0.07066390777085627,-0.12306696020514162,0.02633495339420466,0.25089266729181603,0.03610580062945849,0.4153435481771823,-0.0343603045393184,0.9116481907512318,1,0
0.36270560324664314,0.0306638772886946,2.50543630778237,-0.7925136268079767,0.05401614881938494,0.35290464297463753,-0.626774223564173,-1.864298444061834,-0.5956972063432145,-3.7812814940492068,0,1
0.2943233751852102,2.1386786378537255,-1.2049662646051886,0.45675333075935975,-2.0882793118506915,-1.3393606869637242,0.5475373655443481,0.5725201440161685,0.170568454039997,-1.0977531689756328,1,0
-0.22675425551690304,-0.1529605494640418,0.6992723466272888,-0.40781105606840223,0.09191603379700942,-0.21046724112198686,1.8150851305699944,-0.6192262069828972,-0.5724083087709368,0.16137216108505917,0,1
0.40934643736982484,0.2899694702154758,5.037941716447587,-0.42538785210934443,-0.22401550345760024,0.538343653942893,-0.6789653390455118,0.7891796781930092,0.6244650057066704,1.513523629594926,1,0
0.10601960431653548,-0.5996359842802168,0.1279830921494235,-0.7049353300126745,0.35089362302205707,0.4594895692915166,0.4136468156569505,-0.3874250807724756,-0.3789208981268393,-0.750651687963691,1,0
0.1578396342842715,-0.34837609794329205,-0.07503437869547425,0.11868276412492804,0.3069696197493234,0.058496517752088396,-0.1979153922135504,0.07007296962435858,-0.013576317461733383,0.8619729682038659,1,0
0.06942837513834259,-0.5429593319477296,-0.4573134606998561,-0.06987804696820386,-0.4313046702739959,-0.9172617094209535,-0.7697884514991671,1.0226984370075891,0.8281751591804595,0.6945994574447178,0,1
-2.7963652539928656,-0.11891492404193932,-0.2834650989950945,-0.41270199061892504,1.4987187109158295,-0.07200845803524536,0.6705576390677329,4.422659689029669,1.6375320501007489,-2.834621035348629,0,1
-1.4709683336642307,-0.8725895528927966,0.08660913766632249,1.0202195593205496,-0.7149737073259101,2.464943390090587,0.23724038569888933,2.70581983838089,0.4024080753663484,1.6114768441516858,1,0
-0.0349976874185254,-0.08861471375649432,0.9871346979355391,-0.7672947455318426,0.42620253889400095,0.16308810661309625,1.5619203009167895,-0.8938360227123434,-1.0240369009356587,-0.669796162884744,1,0
0.324079188709479,-0.6120810673797978,-0.3573067694677817,-0.13773976385671044,-0.8952510251943598,-0.664791840868009,1.122099266974974,-0.6433787639090629,0.5541921112879953,-0.9591331919189569,1,0
0.7196069364047128,0.08910424362733262,4.770990176417099,1.4686571209216268,0.11540265796485454,-0.46461776674556815,-1.2831964302984227,0.0777891037845778,0.39330238721672245,-0.015230425069639559,1,0
0.28563523906656757,-0.6679452222487774,-0.3556515756736827,0.33602366821379365,-0.3694421814113819,-0.9736809764317401,0.8562486179709551,-0.5749112857956108,-0.3766190884830677,0.20648799977167484,0,1
0.78943484785907,-0.7258505292821785,0.22003189435719983,0.11467831146168715,0.14738254521049535,0.20234903748412852,-0.44345034501083086,-0.06501222841345211,-0.022275803909517347,-0.01978980893038964,1,0
-0.07958930042163953,-0.8391007854883665,-0.46395190698437416,0.3397530058085673,-1.2658756068220958,-0.6963725597767138,-0.29655223397748975,0.22748739151622832,-0.7254447999399302,-0.28548422649313226,1,0
-0.031615068994304246,-0.7324020332196333,-0.2395288338342956,0.20002511936831352,0.7543756794989188,-0.12020032240954381,-0.25794321856196833,0.6627090682929775,0.12608936768829232,0.8933371168588645,1,0
0.44736931417984577,2.0722916499817567,-1.1239736857124438,-0.553622042355869,0.49734663224093123,-0.02176462863284417,-1.3021102515406693,0.4878540691896533,0.6964304072163539,0.5992200886158008,1,0
0.26674310463087614,-0.660276038873717,-0.32760752708398394,0.11362370369923064,-0.9844525990604568,-0.5369641908792473,0.20791591922852898,-0.3379308366557269,-0.5758948733784145,-0.6046778659703215,1,0
-0.8355694288323202,-0.10526100325274922,0.585882736177446,-0.47032331329227445,0.7749320535330935,-0.2701110246055063,2.1611873759019904,-0.5104604254641906,-1.2702289823937627,0.8001639015109556,1,0
0.10199134088188205,-0.2927497472099734,-0.3153025454616607,-0.4243179601764173,-0.40900799539901184,0.5633776272857464,-1.5379469873704794,0.7689116134639401,1.2521820356199218,-1.1397436235641536,1,0
-0.09139337550367263,2.2385563748312554,-0.13032138564000545,-0.8959874608924787,-1.5203760118327534,0.518449364432335,-0.02789783504448629,-0.20546172519963438,-0.46638966459016123,-0.19698070268002385,0,1
0.3704954506551192,1.823588158103185,-1.4574863996693321,0.9956273290337012,-2.1516441116955427,-1.3352762994315959,-0.5693433131335848,0.5016744053738816,-0.047866511125566634,1.4987791704968552,0,1
0.5193306613208487,-0.34992182482508716,1.2233385098336533,-1.3065202797270026,-0.26124604195799045,0.5814935471052819,-0.4558833672369006,-0.06937237271631573,-0.017502933912873216,0.316317673901195,1,0
-0.13679906265037528,-0.22693745266585105,3.046996868029567,0.5458141920902895,0.08087925410572316,-0.8560740665353379,-0.2491872454230911,0.5868954076571249,-0.07853473961464155,1.1153864647223302,1,0
0.612289507061996,1.8891824655229519,-0.9187708878297853,0.37567080641397066,0.0846424687443963,-0.35218962572961554,0.2131097510641885,-0.4941561282831793,-0.4807082745800936,-0.5639007957963551,1,0
-1.9144983843089922,-0.5966436155731519,-0.2023193704986251,1.6133065102533444,-1.0574857369098039,2.693981772275006,1.5535320326866318,0.4782353266063663,2.2218531982005416,1.0632477041211719,0,1
0.16664005649168498,-0.7001577741251612,-0.29944567110680476,0.5178135917885452,-0.31930069308344916,-0.6028811245915379,0.04743570812937046,0.7704706953661762,-0.04888201538017173,-0.09744641146187492,1,0
0.8111523810034573,-0.1294972080788443,2.4657352182014898,0.06879523170959342,0.21766392532010131,0.5269503624059035,-0.7481168434415262,0.650791340531817,0.26941086815489645,0.5658704018278949,1,0
-2.4185225652790368,-0.8387559694916584,0.03628182173471426,-1.3921116343611555,1.696592403952462,-0.04460983927905462,0.5214532985820762,0.6961632663985856,-0.523934905684452,0.9857014092637372,1,0
0.6205706061088444,-0.7293700304899582,-0.2658057716117891,0.24555666319958847,-0.16627321402151768,-0.3536553150354032,0.03619772685663832,0.0906052855232981,0.5958277857268057,0.8168938987419336,1,0
0.5267976862241086,-0.7786589010079169,-0.33579514051386866,0.36689769256397,0.4319291698658948,-0.033392430458759656,-0.31960273544282786,0.3460568914371314,-0.0003409120100464861,0.24524276258805058,1,0
0.5980993525935829,-0.6427776178913441,0.015559502276919645,-1.5260009676817223,0.018734152286054715,0.989306939547642,-0.4082655815577575,0.06423301877022004,-0.016656680367368917,0.08809109629090664,1,0
0.5856215609789249,-0.11396067121567297,1.6776626996516473,-0.6769652980518711,0.45708172304374534,-0.11904731348899085,-0.5843272881638943,-1.814196422254383,0.07240304276150106,-4.173792967545232,1,0
0.803564648554769,2.0829928360864916,-0.13737215778070475,-0.4982933452530778,-0.03340050110742022,-0.06229582356889245,0.0014036498690791466,-0.5222988778743899,-0.5039971721523713,-0.549928490416637,1,0
0.5272187590569992,-0.463730920750078,-0.3957119777863779,0.07134768817814763,0.17603057443612521,-0.126356217493852,-1.2001181024846668,0.8101083708467545,0.5805952219077288,-0.1749559370946263,1,0
0.43863907077791403,-0.7622662692563668,-0.33995374129192524,0.4666727573946392,0.020400081296060104,-0.07859428864925128,-0.32286611650771124,0.2705867573221104,-0.1515156453789303,0.2821590641702528,1,0
-0.23384231487056142,1.9468499684206921,-1.0293154498719774,0.639964682187857,-2.241931514291375,-1.1815157199924313,0.8686356770834351,0.044440606146917964,-0.6310367544034732,-0.34034390972086714,0,1
-6.340394930822052,0.15051716166173043,1.9182253848865345,0.29825648298147384,6.469984746067614,-2.3184802282780392,-1.5298804609354508,-3.482942559986727,3.3104060588536015,2.7376814269816396,0,1
0.7163787113525515,2.0051119816575844,-0.929232183838041,-0.24870284147170096,0.5289695346987138,-0.17134310791949478,-1.158245706004262,0.6111536650512387,0.22648888832691955,1.0465912453395607,1,0
0.11472177619627445,-0.7889478932775069,-0.38591040314801217,0.04058065302126389,0.3516075925977737,-0.47032418377610147,-0.16268466564688708,0.8104783224845733,-0.08032879713111064,0.6500719263530376,1,0
0.8164340379040151,2.0308740963541694,-0.3916240614408095,-1.6349771031355629,0.26377446041846714,0.7543276300437634,-1.017483670635173,0.3066306168924496,0.575517700634703,0.868407582523473,1,0
