wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
-0.2665083094536836,-0.6534020707839697,-0.18434539925932444,-0.14187252530916594,-0.433163802985833,-0.129714794434062,-0.2093101398137022,0.0,-0.22607422643217862,-0.13054847599867936,-0.4832485985226307,0.9040982046019559,0.501273985561092,-0.7603259313989799,-0.3693495602750886,-0.47551274866973914,-0.3407222984392984,-0.47361470937911754,-0.4707045691115493,-0.4995729921558793,-0.25954443560039764
-0.5889489151099853,2.1972028956532137,-0.18434539925932444,-0.3222082685910391,-0.6333847347861803,-0.15129418856150895,-0.32169318109039585,0.0,-0.525413248467378,1.3844907000208588,-0.4879036360680899,-1.2184515490657506,-0.448158861263228,1.764879226708937,0.7110463740736452,1.2532581765787192,0.23361902191613984,-0.1840086768934054,-0.4707045691115493,-0.7491211668185292,-0.25954443560039764
2.313016535796729,-0.6534020707839697,-0.18434539925932444,3.7353459552511072,1.2353439620170614,0.9786028879516142,4.061245428700657,0.0,2.707448189512776,-0.19649233024580487,0.36086487638730935,0.9040982046019559,10.945035300628613,-0.7603259313989799,-1.3769362032587282,-0.47551274866973914,-0.3407222984392984,-0.3594578341492343,0.10480596925355116,-0.05397977147825157,-0.25954443560039764
-0.48146871322455137,3.147404551132275,0.3226044487038177,-0.6828797551547855,-0.5666444241860645,-0.14697830973601955,-0.43407622236708954,0.0,-0.4056776396532983,1.3844907000208588,-0.5127305029772058,-1.2184515490657506,-0.448158861263228,1.8280093559204682,0.7110463740736452,-0.47551274866973914,-0.3407222984392984,-0.4628885600277949,-0.6145822037028245,-1.2482175161438291,-0.25954443560039764
-0.5352088141672683,0.2967995846950915,-0.18434539925932444,-0.4123761402319757,-0.5666444241860645,-0.1495678370313132,-0.09692709853700851,0.0,-0.46554544406033815,0.6269711120110898,-0.43049150634075944,-1.2184515490657506,-0.448158861263228,1.6662384004630026,1.3686786788500795,-0.47551274866973914,-0.3407222984392984,-0.07674718338017865,-0.18294929992899905,-0.2500248174932293,-0.25954443560039764
0.16341249808805186,-0.6534020707839697,0.8295542966669599,2.743499367200805,1.2798375024171385,-0.10209316995092987,2.150733726996865,0.0,0.1331326000100607,-0.4672238481107902,0.5687898867511549,0.6682593433191606,2.874856102621892,-0.7603259313989799,-0.8146605804257744,-0.47551274866973914,-0.3407222984392984,0.379114164051035,1.5435823151663024,0.6857808374917082,1.6938689481289109
-0.5352088141672683,-0.6534020707839697,-0.18434539925932444,-0.6828797551547855,-0.6778782751862575,-0.1495678370313132,-0.43407622236708954,0.0,-0.46554544406033815,1.3844907000208588,-0.5391090490681414,-1.2184515490657506,-0.448158861263228,-0.7603259313989799,2.026310987572307,-0.47551274866973914,-0.3407222984392984,-0.5486977548383762,-0.4707045691115493,-0.2500248174932293,-0.25954443560039764
-0.15902810756824975,1.2470012401741528,-0.18434539925932444,-0.4123761402319757,-0.21069610098544708,-0.1495678370313132,-0.32169318109039585,0.0,-0.04647081321105896,-0.9161243457753107,-0.36687265988615,0.9040982046019559,-0.448158861263228,0.34896062141864165,-1.0864819345924077,1.2532581765787192,0.23361902191613984,-0.3320295379416583,-0.18294929992899905,-0.2500248174932293,-0.25954443560039764
-0.5352088141672683,0.2967995846950915,-0.18434539925932444,-0.5025440118729123,-0.5888911943861032,-0.1495678370313132,-0.2093101398137022,0.0,-0.46554544406033815,0.6269711120110898,-0.49721371115900836,-1.2184515490657506,-0.448158861263228,1.6662384004630026,1.3686786788500795,-0.47551274866973914,-0.3407222984392984,-0.36277783274163256,-0.18294929992899905,-0.2500248174932293,-0.25954443560039764
-0.5352088141672683,0.2967995846950915,-0.18434539925932444,-0.23204039695010253,-0.5666444241860645,-0.1495678370313132,-0.43407622236708954,0.0,-0.525413248467378,-0.13054847599867936,-0.5018687487044676,0.9040982046019559,-0.448158861263228,1.766382324776989,2.026310987572307,-0.47551274866973914,-0.3407222984392984,-0.3842301314442778,-0.4707045691115493,-0.9155198896835843,-0.25954443560039764
-0.10528800662553281,0.2967995846950915,-0.18434539925932444,-0.5927118835138488,-0.1884493307854085,-0.12194621254818108,-0.43407622236708954,0.0,0.013396991195980926,-0.6608121876055177,-0.10463887815861346,0.9040982046019559,-0.448158861263228,0.3054591872135382,-0.6640029979917781,-0.47551274866973914,-0.3407222984392984,-0.02604175016102526,-0.32682693452027417,-0.06855338487855028,-0.25954443560039764
-0.48146871322455137,0.2967995846950915,-0.18434539925932444,0.39913470453645356,-0.25518964138552425,-0.15043101279641108,-0.32169318109039585,0.0,-0.4056776396532983,-0.7618147998451666,2.094090522479962,0.9040982046019559,0.9759904089732521,0.5338417122607443,0.05341406535141724,1.2532581765787192,0.23361902191613984,8.525624596380606,-0.4707045691115493,-0.7491211668185292,3.6472823318582193
-0.3739885113391175,3.147404551132275,-0.18434539925932444,-0.5927118835138488,-0.5888911943861032,-0.13920972785013866,-0.32169318109039585,0.0,-0.28594203083921854,1.3844907000208588,-0.5220405780681242,-1.2184515490657506,-0.448158861263228,1.4782343174432913,-0.11099401281558818,1.2532581765787192,0.23361902191613984,-0.5200946899086666,-0.4707045691115493,-0.41642354035828427,-0.25954443560039764
-0.6964291169954191,-0.6534020707839697,-0.18434539925932444,-0.6828797551547855,-0.7446185857863733,-0.15215736432660684,-0.43407622236708954,0.0,-0.6451488572814579,1.3844907000208588,-0.5437640866136007,-1.2184515490657506,-0.448158861263228,-0.7603259313989799,-1.919482856869473,-0.47551274866973914,-0.3407222984392984,-0.5486977548383762,-0.6145822037028245,-1.2482175161438291,-0.25954443560039764
-0.3739885113391175,1.2470012401741528,-0.18434539925932444,0.03846321797270722,-0.010475169185099761,-0.1495678370313132,-0.32169318109039585,0.0,-0.585281052874418,-1.0395719816104023,-0.2691168714315062,0.9040982046019559,-0.448158861263228,1.3817446514779772,-0.3411653190927607,1.2532581765787192,3.1053256236933313,0.05911737499840085,-0.4707045691115493,-0.41642354035828427,-0.25954443560039764
-0.5352088141672683,0.2967995846950915,-0.18434539925932444,-0.14187252530916594,-0.5443976539860259,-0.15129418856150895,-0.2093101398137022,0.0,-0.46554544406033815,-1.6455876520182176,-0.48945531524990965,0.9040982046019559,-0.448158861263228,0.965230927676764,0.2726248362407577,1.2532581765787192,0.23361902191613984,-0.32702400164921536,-0.4707045691115493,-0.9155198896835843,-0.25954443560039764
0.05593229620261799,-0.6534020707839697,-0.18434539925932444,-0.4123761402319757,-0.4109170327857944,-0.07360836970269988,-0.09692709853700851,0.0,0.1930004044171006,1.3844907000208588,-0.517385540522665,-1.2184515490657506,-0.448158861263228,-0.7603259313989799,-0.7921131859015946,-0.47551274866973914,-0.3407222984392984,-0.5441008336939387,-0.4707045691115493,-0.32129577617688215,-0.25954443560039764
-0.5889489151099853,-0.6534020707839697,0.3226044487038177,-0.6828797551547855,-0.6778782751862575,-0.15129418856150895,-0.43407622236708954,0.0,-0.525413248467378,1.3844907000208588,-0.5360056907045019,-1.2184515490657506,-0.448158861263228,-0.7603259313989799,2.026310987572307,-0.47551274866973914,-0.3407222984392984,-0.5165193067844083,-0.4707045691115493,-0.7491211668185292,-0.25954443560039764
0.4858531037443535,0.2967995846950915,-0.18434539925932444,1.1204776776639462,2.4811630932192226,-0.04253404215917625,-0.43407622236708954,0.0,0.25286820882414046,-0.3315230602325888,1.358594590297404,0.6008768109176337,0.026557562148932026,0.6514933150532941,-0.71158678195983,2.982029101827177,0.8079603422715781,0.611676584057938,0.8241941422099267,1.0657927978679915,-0.25954443560039764
2.0443160310831443,-0.6534020707839697,-0.18434539925932444,2.923835110482678,3.860462845621615,0.7101552250061739,0.015455942739685157,0.0,1.6298277101860579,-0.27111044433272297,3.481291711026812,0.9040982046019559,3.8242889494462124,-0.7603259313989799,-1.5564698231808292,-0.47551274866973914,-0.3407222984392984,0.5058299481595642,5.284400814539455,2.8816051359832975,7.554109099316836
-0.6426890160527021,-0.6534020707839697,-0.18434539925932444,-0.6828797551547855,-0.700125045386296,-0.15215736432660684,-0.43407622236708954,0.0,-0.585281052874418,1.3844907000208588,-0.5282472947954032,-1.2184515490657506,-0.448158861263228,-0.7603259313989799,2.026310987572307,-0.47551274866973914,-0.3407222984392984,-0.48434085873044025,-0.6145822037028245,-1.2482175161438291,-0.25954443560039764
