ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class_buggy,class_clean
-0.24685558053874784,-0.19032404298473043,-0.38164349547560583,-0.3171298902320479,-0.3002515771887068,-0.33452283586100573,-0.3069500019777315,-0.36657891291169076,-0.3910403621624282,-0.2229002958649878,-0.21582193148181067,-0.2619277787161529,-0.24945038694193092,-0.0712231619756243,-0.12767691726190658,0.13366183298547896,-0.35577819370165353,-0.34930006325185964,-0.21539766377082112,-0.3287679700992246,1.101930140527644,2.369694958276117,-0.45486057300751687,-0.3498031657694223,-0.4544203489274403,-0.35059696380935446,-0.33800816622882823,-0.279366850911017,0.7397263101730516,-0.2455840521037683,8.237027574690806,-0.5692880571653699,-0.10646805176313386,-0.5462453160333045,-0.3420607783616675,-0.40122109075846035,-0.29976202950046205,-0.4311998955167093,-0.09140876902955124,-0.09687923694019092,-0.46142865477640443,-0.3700345179680153,-0.29094866024467153,0.5038270416567819,-0.46176651786262607,-0.39766133789906255,-0.3941382758712515,-0.42835844014272567,-0.3011942051627111,0.702168707862441,1.6505234367154689,-0.3454555533387062,-0.2917386626443496,1.8491866641709824,-0.42599077389856244,1.5446877845647007,-0.2481722019097621,-0.43368958422819126,-0.3809356272106949,0.5841968422531035,-0.22115548928096926,0,1
-0.24685558053874784,-0.23391651712810127,-0.38164349547560583,-0.3687003519122553,-0.3002515771887068,-0.33452283586100573,-0.2421815867925708,-0.1350012498014224,-0.3910403621624282,-0.2229002958649878,-0.2983534168801082,-0.2619277787161529,-0.24945038694193092,-0.06744022593121018,-0.20083432330220594,-0.3306616774205229,0.46531175796628294,-0.3271850704660692,-0.21539766377082112,-0.3287679700992246,1.111517031243895,-0.24141136115148376,-0.7121209189034203,-0.18291811740269137,-0.24763938686415507,-0.3253908940117755,-0.6879990861586724,-0.19470765627324074,-1.0037893665232427,-0.31849867388681086,-0.1637196645145011,-0.5692880571653699,-0.10182186472238151,-0.6621937846781987,-0.28124960365803464,-0.33955099900839075,-0.29976202950046205,-0.34895710295670423,-0.08167840999448155,-0.09185930038651022,-0.4052708949116492,-0.19783513877376507,-0.24538939932682363,-0.42984500394138087,0.0899185849642621,-0.04835001288993008,0.11754259715098751,-0.42835844014272567,-0.29546428821290005,0.9981526525468681,-0.5845236269099426,-0.3454555533387062,-0.31047675285307,-0.5713708460678333,-0.3109878372190949,-0.8191248405366767,0.0023621088476627416,-0.43778563185382974,-0.26119574440217974,0.8937636679210539,-0.24086582477808915,0,1
-0.24685558053874784,-0.401284513709644,-0.38164349547560583,-0.3171298902320479,-0.3002515771887068,0.10156858875055891,-0.1808213736491923,-0.36657891291169076,-0.3910403621624282,-0.2229002958649878,-0.19781633200599377,-0.2619277787161529,-0.24945038694193092,-0.45329970246145035,-0.20083432330220594,0.5979853433914808,-0.35577819370165353,-0.3419283989899295,-0.21539766377082112,-0.3287679700992246,1.1041520376000085,-0.24141136115148376,0.11831957016842,-0.17637360570203525,-0.6612013109907255,-0.3433952295814748,-0.277432814702509,-0.4910148375054577,0.7397263101730516,-0.31849867388681086,-0.1637196645145011,-0.5692880571653699,-0.11266296781747033,0.0627655726743436,-0.40840024167472155,-0.13068922485832918,0.4395314183117564,-0.24410090753240962,-0.09627394854708607,-0.16402088834567027,-0.573744174505915,-0.21377952573619569,-0.06315235565543208,-0.42984500394138087,-0.46176651786262607,-0.39766133789906255,-0.3941382758712515,-0.42835844014272567,-0.30405916363761665,0.6912200934856484,1.9158839816012279,-0.3454555533387062,0.03870035122866163,1.5035250419920783,-0.2271407797816196,-0.08415788987490386,-0.39849278836421703,-0.23810331010395486,-0.3611727339316196,0.5033790923844244,-0.4018626359625286,0,1
-0.24685558053874784,-0.05593273668781012,1.7943984351479285,1.2815544218543824,-0.3002515771887068,-0.33452283586100573,1.8497627653403323,0.053314652068466195,0.3140830335825468,-0.2229002958649878,2.240002573315309,-0.2619277787161529,-0.24945038694193092,0.3108533785102017,0.0186378948186921,1.9909558746094862,3.749671564638029,1.434642688135236,-0.21539766377082112,-0.3287679700992246,1.2663009279658164,-0.24141136115148376,1.7687987269910774,2.2238260605135944,1.5099987906737695,1.0123312388168801,2.098467084052011,0.3132475115534169,1.9020700946372477,0.33773292216057227,-0.1637196645145011,1.740249569410412,-0.04792609504965426,2.0012438542909243,1.1063508373066788,3.916544845220281,-0.29976202950046205,4.005670889686511,1.37787544526597,-0.01405028380445938,1.1109886214367435,2.436177587419767,-0.10871161657327998,-0.42984500394138087,-0.46176651786262607,1.6982066121557322,0.6191905118786728,1.1083121448161144,1.1456098246645805,1.8180309965100565,0.2471217921134663,1.2823625798413965,1.4395527682748241,0.5993919629614588,4.01472107834605,0.8891767204609574,0.6036444546654824,2.324998491639311,2.305655335609485,2.04559910009823,-0.1107427249475455,1,0
-0.24685558053874784,-0.401284513709644,-0.38164349547560583,-0.42027081359246277,0.4647510306795998,0.10156858875055891,-0.2591408504580444,-0.36657891291169076,-0.3910403621624282,-0.2229002958649878,-0.8734870135365275,-0.2619277787161529,-0.24945038694193092,-0.45329970246145035,-0.12767691726190658,-0.3306616774205229,-0.35577819370165353,-0.3566717275137898,-0.21539766377082112,-0.3287679700992246,-0.8869358051687688,-0.24141136115148376,1.904931853023046,-0.1714652219265432,-0.7645917920223683,-0.3541978309232943,2.037891732525692,-0.3640260455487933,0.15855441794095346,-0.31849867388681086,-0.1637196645145011,1.740249569410412,-0.10987525559301892,0.8181191887978775,-0.35311735558050983,-0.024396058589916503,0.22145184373874854,-0.07483689502143354,0.39510918272393264,-0.16402088834567027,-0.6299019343706703,-0.20580733225498035,-0.29094866024467153,-0.42984500394138087,-0.46176651786262607,-0.39766133789906255,-0.3941382758712515,1.1083121448161144,-0.014698357672158324,-0.8408175954494075,1.721651005447734,-0.43588989407093415,0.4703971218064888,1.7170552194321573,-0.03835539273572409,0.4720333160313026,-0.448599650515702,0.20918509061576485,-0.2507330361956105,-0.5482074110283717,-0.4018626359625286,0,1
0.704129789620184,0.2760928435751695,-0.021180570249461374,1.5909771919356268,0.4647510306795998,0.10156858875055891,0.5926392675746077,0.08028963260658536,0.6649079743226576,-0.2229002958649878,1.5237147897465881,0.21334989657094677,1.9756276194263582,1.078789395526268,0.3844249250201888,1.0623088537974825,1.2864017096342195,1.5525893163261184,0.5679115984421909,-0.3287679700992246,1.1976304215730538,7.591907597131318,1.7687987269910774,1.6250032399035599,0.9930463855155564,0.8700969878162559,1.869626867174805,-0.11004846163546446,-0.42261747429114466,0.19190367859448715,4.385739059960535,1.740249569410412,-0.09593669447076186,2.0001181410031093,0.5258805333174561,0.5070697727521468,-0.014893278958394363,0.5676260327836473,0.39510918272393264,0.11395809831439842,0.6617265425187011,1.1909209656539386,0.027966166180263704,0.5038270416567819,-0.46176651786262607,0.6502726371283349,0.11252611800371065,1.1083121448161144,0.8562490186991221,1.0063865227740936,-0.3082203791422969,1.6440999427703082,-0.14868055085854215,-0.44706026565934376,0.29784688611551197,-0.4417093793860366,-0.19806533975827714,-0.07293018960008397,1.4860765260948907,0.45154254698024704,0.3157331183308449,1,0
-0.05665850650696144,1.8576187707869949,-0.38164349547560583,0.40485657329085606,2.040201945893538,0.5635664346261768,0.02472087753113283,2.7363072918174334,-0.3910403621624282,-0.2229002958649878,1.0766960395359635,0.8008790831067585,-0.24945038694193092,1.839159540453506,0.6770545491813862,0.5979853433914808,-0.35577819370165353,0.0045398213207874655,-0.21539766377082112,-0.3287679700992246,1.1883683841118027,-0.24141136115148376,-0.7121209189034203,1.0245442913683616,0.26931301829405807,0.009489747584630876,-0.6879990861586724,-0.19470765627324074,-1.0037893665232427,-0.2455840521037683,-0.1637196645145011,-0.5692880571653699,-0.10182186472238151,-0.6621937846781987,-0.17621212007903242,1.2746153049167763,-0.05419188249820035,0.801297862381305,0.896222673030021,0.24447644871009658,-0.012166575858362227,0.9565384773062089,0.25576247076950315,0.5038270416567819,-0.46176651786262607,-0.04835001288993008,1.632519299628597,-0.42835844014272567,0.280392365243111,1.3162387123357915,-0.5845236269099426,0.3780191725191172,1.883141019177416,-0.5713708460678333,0.7053154635654142,-0.7992608688971693,-0.14795847760679218,0.9801636549515639,1.2070709739197096,1.316327841040184,1.9745409995486336,1,0
0.5139327155883977,-0.401284513709644,-0.38164349547560583,-0.42027081359246277,-0.3002515771887068,0.10156858875055891,-0.2880162448784578,-0.36657891291169076,-0.3910403621624282,4.028305477373436,-1.0212795109397286,-0.2619277787161529,-0.24945038694193092,-0.45329970246145035,-0.12767691726190658,0.5979853433914808,-0.35577819370165353,-0.024946835726933125,-0.21539766377082112,0.8373861137037139,1.0539113738878405,-0.24141136115148376,-0.7121209189034203,-0.5166882141361532,0.4760939803573433,0.0382966844961497,-0.6879990861586724,-0.23703725359212888,-1.0037893665232427,-0.2455840521037683,-0.1637196645145011,-0.5692880571653699,-0.10429983114411609,-0.6621937846781987,-0.13198581120366307,-0.4695524119310113,2.300403321140315,0.6201214322900335,-0.5876570798181048,-0.16402088834567027,0.10014894387114832,-0.5374505810735365,-0.15427087749112786,-0.42984500394138087,-0.18592396644918197,-0.39766133789906255,-0.3941382758712515,-0.42835844014272567,-0.593419969603075,0.4203219213908547,-0.8608268746775883,-0.43588989407093415,-0.47065138934876627,-0.7243922310574226,-0.4977010992797748,-0.8191248405366767,-0.448599650515702,-0.5368075832036394,-0.38209815034475814,0.1504721585598745,-0.4018626359625286,0,1
-0.24685558053874784,-0.037863317353770416,0.5840580136090042,-0.11084804351121819,0.4647510306795998,0.10156858875055891,-0.04415372941285409,0.19175228803768163,0.3106095193177933,-0.03726155731669135,0.19953428417425823,0.08637035015839671,-0.24945038694193092,0.31463631455461577,-0.05451951122160724,0.13366183298547896,0.46531175796628294,-0.047061828512723565,-0.21539766377082112,0.8489321937413667,1.1328928713820434,-0.24141136115148376,-0.7121209189034203,0.4895304598397243,-0.14424890583251246,-0.04632369268143685,-0.667807302316566,-0.06771886431657632,-0.42261747429114466,1.066879139990998,-0.1637196645145011,-0.5692880571653699,-0.09252949064087682,-0.6621937846781987,-0.17621212007903242,0.14012914553309155,-0.1514236386741522,0.05364223018073483,-0.5876570798181048,-0.019070220358140082,0.7178843023834564,0.11945816177860351,-0.06315235565543208,-0.42984500394138087,0.0899185849642621,-0.04835001288993008,0.6242069910259496,-0.42835844014272567,-0.014698357672158324,0.9027524454040549,-0.8608268746775883,-0.11936970150813639,-0.47065138934876627,-0.7243922310574226,-0.07084335232535488,-0.7793968972576619,0.0023621088476627416,0.16054452506130817,0.24798938831752546,0.783851829124885,-0.03329680494116295,1,0
-0.24685558053874784,-0.401284513709644,0.06264483686875814,-0.21398896687163305,-0.3002515771887068,-0.33452283586100573,-0.21425570991516313,-0.36657891291169076,-0.04021542142231746,-0.2229002958649878,-0.35043316362431165,-0.2619277787161529,-0.24945038694193092,-0.45329970246145035,0.0186378948186921,-0.3306616774205229,0.46531175796628294,-0.319813406204139,-0.21539766377082112,-0.3287679700992246,-0.8646788935687775,-0.24141136115148376,-0.5065286362906314,-0.33671414236811004,-0.040858424800869826,-0.3001848242141965,-0.667807302316566,-0.3640260455487933,-0.42261747429114466,-0.09975480853768315,-0.1637196645145011,-0.5692880571653699,-0.10987525559301892,-0.31547409203133064,-0.2701930264391923,-0.3962788882837161,-0.29976202950046205,-0.37883909959880097,-0.0768132304769467,-0.16402088834567027,-0.12448209558787278,-0.34611793752436953,-0.19983013840897576,-0.42984500394138087,-0.46176651786262607,-0.04835001288993008,-0.3941382758712515,-0.42835844014272567,-0.0032385237725362026,-0.868541279807017,-0.28633497337852293,-0.2550212126064783,-0.3198457979574302,-0.4958377616143306,-0.4191823632328539,-0.7793968972576619,-0.19806533975827714,-0.09760887654455568,-0.22864509664840868,-0.8931296505042235,-0.4018626359625286,1,0
