LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective_N,Defective_Y
1.2461174841676332,0.4144625348074757,1.3405703533747912,0.9087900385139318,0.9496508553423694,0.1326500420454782,0.47233390772806194,-0.7010415063383498,0.20887976887842455,-0.39676677458222276,0.32236975186002503,-0.673980803073397,0.4794673223819114,0.779144999712465,0.8769144079241828,0.5824253456791845,0.04862592160783404,0.3730309516397399,-0.24180199005167802,1.2579559681433423,0.048047307815793354,0.014232405182521399,0.440898942223081,0.4912446127298156,-0.368706815770038,0.014233455691355057,0.44506931777349984,0.4927470574509687,0.06667093374297703,0.1319192522162659,0.47720884126146673,-0.8933664068394302,0.4238355793260391,0.5316335983539561,0.9708540818006224,0.5995124477195622,0.7421717612793788,0.9005658233444317,0.5982459093490176,0,1
-0.8334248119916858,-0.7796819961724792,-0.7052164592482923,-0.27446679015521436,-0.515833078242787,-0.7110912089978912,-0.7755833037402416,0.2241425224347105,-0.7051655355369373,-0.39676677458222276,-0.7199591124873894,0.7585640512678693,-0.775349854850657,-0.5496825162806621,-0.6841187645596808,-0.7227945941258872,1.0967846762655913,-0.6697356855088127,0.9048767805489474,-0.8106102471878764,-0.8887860680515377,-0.45668915820006317,-0.6444070007833157,-0.7100754347618563,0.8906087169656547,-0.4566886186527945,-0.6389002972756187,0.2388481752584375,-0.7093787350252756,-0.711784097122929,-0.7696398483644532,0.5319056567037402,-0.6937236938914094,-0.7185108632298923,-0.7596137491139971,-0.8338289325677009,-0.7564141206599229,-0.6646897991504048,-0.7212808184470721,1,0
-0.31353923795185606,-0.58065790767582,-0.833078135037235,-0.27446679015521436,-0.3064782305877647,-0.5704676671573297,-0.5973094163876268,0.4554385296279758,-0.7051655355369373,2.7271274733459965,-0.7199591124873894,-1.39025323024403,-0.6685569035968214,0.11473124171590147,2.4379475804080464,-0.6338023255028141,0.04862592160783404,-0.8782890129385231,-2.587281293552958,-0.5748905262695856,-0.40674652342181494,-0.3972476965405139,-0.5010647064239803,-0.49923150805923633,-0.11684370922289926,-0.39724746350917906,-0.4909746435323659,2.354672193529529,-0.45069551210252473,-0.5711668722330632,-0.6761261966425092,0.1043240376407891,-0.44965902502782873,-0.5286155019766495,-0.562969677419154,-0.8338289325677009,-0.5925062898228118,0.3134481854994068,-0.6333123699273328,1,0
1.0728222928210234,3.200799773760704,0.8291236502190203,-0.27446679015521436,0.32158631237730234,4.351356297262326,2.7898944433120545,-0.23844949195181983,4.1697427546783254,0.35296784492055056,2.407027480554854,-0.7390964782707273,2.161456304629822,3.1045931527004376,0.9393557348235374,2.0952939122714267,2.1449434309233486,2.6671175533665554,-0.03331494085156468,0.5142880270644249,3.296574673798708,2.165446257399564,1.6081147677205263,1.8151483385369642,-1.376159241958592,2.1654462567201747,1.5998334346071537,0.4504305770855468,4.464285723429742,4.35043599891224,2.0357697032938664,-0.038203168713528066,1.7854595214070683,1.8292519002511154,0.8528676387837165,1.6233277193533215,1.819280363923252,-0.2255258060423261,2.064386718011339,1,0
0.7262319101278035,0.0164143578141574,0.4455386228521922,-0.27446679015521436,1.3683605506524141,-0.4298441253167681,0.29406002037544715,-1.5105775315147778,-0.40048376739848335,-0.39676677458222276,-0.09456179387894073,-1.6507159310333515,0.1323902308069457,-0.5496825162806621,-0.6841187645596808,1.383355763286842,1.0967846762655913,0.3730309516397399,0.2794156329486062,1.9021507161074704,0.18741961093699566,0.2312446346264635,0.8504483546783251,0.8835123833393411,-0.6205699223171764,0.23124476912328867,0.8544005487776193,-1.32686159826217,-0.45069551210252473,-0.43054964734319734,0.10315423437369076,-1.4634752322566984,1.066111023703883,0.7690027999205096,1.639443925563089,0.39474939339281034,1.4212184890331248,0.5365528878805164,1.360639129853425,0,1
-0.8334248119916858,-0.7796819961724792,-0.4494931076704069,-0.27446679015521436,-0.515833078242787,-0.7110912089978912,-0.7755833037402416,-1.1636335207248802,-0.7051655355369373,-0.39676677458222276,-0.7199591124873894,0.7585640512678693,-0.6952551414102802,-0.5496825162806621,-0.6841187645596808,-0.4854818777976923,1.0967846762655913,-0.6697356855088127,0.9048767805489474,-0.6434106247183368,-0.25375136360455497,-0.38701079681488015,-0.48058723580121804,-0.5188448965897126,-0.11684370922289926,-0.3870111867448856,-0.4879529685838594,0.2388481752584375,-0.7093787350252756,-0.711784097122929,-0.6761261966425092,-0.8933664068394302,-0.4753500428029425,-0.5444401154144197,-0.48431204874121675,-0.014776715260693381,-0.5690908854175102,-0.6646897991504048,-0.4866982890611006,1,0
-0.486834429298466,-0.7796819961724792,-0.3216314318814642,-0.27446679015521436,0.740296007687347,-0.7110912089978912,-0.7755833037402416,-1.3949295279181453,-0.7051655355369373,-0.39676677458222276,-0.7199591124873894,0.7585640512678693,-0.6418586657833625,-0.5496825162806621,-0.6841187645596808,-0.4261536987156436,0.04862592160783404,-0.6697356855088127,0.9048767805489474,-0.31588984526059943,-0.7756115662689071,-0.42033047669800183,-0.5010647064239803,-0.5139415494570935,0.6387456104185163,-0.42033102564741853,-0.49494442867916233,0.2388481752584375,-0.7093787350252756,-0.711784097122929,-0.6137837621612132,-1.6060024386110152,-0.4625045339153856,-0.5444401154144197,-0.44498323440224813,-1.0385919868944526,-0.3349368413644943,2.27089839007472,-0.42805265671460774,1,0
-0.31353923795185606,-0.58065790767582,-0.3216314318814642,0.9087900385139318,-0.09712338293274235,-0.4298441253167681,-0.5973094163876268,-0.5853935027417175,-0.40048376739848335,-0.39676677458222276,-0.9284248853568723,-3.6041861869532603,-0.5350657145295269,-0.5496825162806621,-0.6841187645596808,-0.4854818777976923,-0.9995328330499232,-0.46118235807910213,0.9048767805489474,-0.17117751378775425,-0.29252410958564146,-0.3316290320418921,-0.31676747081912043,-0.30309762275447355,-0.11684370922289926,-0.3316297288588589,-0.3160107967961565,-0.4805319909537335,-0.45069551210252473,-0.43054964734319734,-0.5202701104392692,-0.8933664068394302,-0.2826674094895893,-0.3149832205667514,-0.20901034836843638,-0.21953976958744525,-0.3817676501750975,1.1894277011641838,-0.4573754728878542,1,0
-0.8334248119916858,-0.58065790767582,-0.4494931076704069,-0.27446679015521436,-0.515833078242787,-0.4298441253167681,-0.5973094163876268,-1.0479855171282475,-0.40048376739848335,-0.39676677458222276,-0.5114933396179066,0.7585640512678693,-0.5350657145295269,-0.5496825162806621,-0.6841187645596808,-0.3074973405515462,0.04862592160783404,-0.6697356855088127,-0.8151413753519907,-0.43414654026674526,-0.5083939926154738,-0.39577841942850334,-0.46010976517845587,-0.48942481379399816,0.13501939732423915,-0.39577912210826693,-0.4647549629408105,-0.4805319909537335,-0.45069551210252473,-0.43054964734319734,-0.5202701104392692,-0.7508392004851131,-0.4753500428029425,-0.496966275101109,-0.4056544200632795,-0.21953976958744525,-0.42859845898570065,-0.6646897991504048,-0.31076139202162195,1,0
0.3796415274345836,-0.3816338191791609,-0.19376975609252145,-0.27446679015521436,-0.515833078242787,-0.7110912089978912,-0.24076164168239725,-1.0479855171282475,-0.7051655355369373,-0.39676677458222276,-0.3030275667484236,-0.5437494526787363,-0.21468686076802004,-0.5496825162806621,-0.6841187645596808,0.10779991302279478,-0.9995328330499232,-0.25262903064939163,-0.13755846545162106,0.12009904371060523,0.23771938950705374,-0.14233357670425228,-0.009605411477687413,0.05484671792671848,-0.6205699223171764,-0.14233441219519333,-0.012383621496338617,-1.0306462357042172,-0.7093787350252756,-0.711784097122929,-0.20855793803278921,-1.0358936131937473,0.12838887491223086,0.009421354907538416,0.10562016634331263,-0.014776715260693381,0.0631250335256327,-0.6646897991504048,0.09975803440382815,0,1
