AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,isDefective_FALSE,isDefective_TRUE
1.105313410762477,1.2922239967022844,1.0940872127920507,0.4450945530448787,-0.12532671771258352,0.13470182117024282,1.3602041949796841,0.31824200868989366,1.5129169697856584,0.5478852630715906,1.2372999971040746,0.8891772287357649,1.472692641848431,0.789908655520618,0.286676097572727,1.5355663910192034,1.3536114756916466,1.5466515890873853,0.8922515921583887,1.2922768132157516,0.7648376717589028,-0.3645115064247241,1.1297795741565622,1.0993857973883834,0.9930667673658566,0.47128797741098255,0,1
-0.9648150045674074,-1.1182707663769766,-0.9694828357796226,-0.8988485331917977,-0.12532687244396978,-0.9022883894260703,-1.1711146355580708,-0.7568143291232299,-0.16430281190415544,-0.7468868924573202,-0.7767544558358719,-0.8875469426175047,-0.7596840315754114,-0.6655874357257507,-0.23556269549012349,-0.7679646738944935,-0.8507229491413616,-0.7302205646612049,-0.6713221331011043,-0.7732784032554352,-0.6934277662875556,-0.853406939239317,-0.7054861956455991,-0.7303544980690585,-0.6902263743769296,-0.6604081223806096,1,0
0.4152706056525155,0.415680446491644,0.3570979097307388,0.4450945530448787,-0.12532677054769104,-0.07269622094901981,0.8622398348738964,-0.6032348522927836,1.2425720662250823,0.8952631584573959,1.9545413297122243,0.8333639039812119,1.9378736686148104,-0.43699990857487875,13.565632446355806,1.8700310543745766,1.2793080681130058,1.9754933633029057,0.7083017421278601,0.279749746318111,0.478392674999777,-0.783564734551518,1.4204325241252302,1.2851462334754336,1.2051890738456388,1.127951146425857,0,1
-0.10226149817995557,-0.02259132861367622,-0.08509567210604833,-0.2268769900734595,-0.12532680262614915,0.13470182117024282,-0.050694825320048036,0.011083055029001233,0.39260768943063123,0.5952549760787458,0.45887220010281254,0.3868573059447881,0.5251016613983985,0.3607239106659195,0.05279446841245183,0.554805348097433,0.5362739923265986,0.5470491801245897,0.09513557535943144,0.2392486636422054,0.08778586123733279,-0.2946693017369251,0.4072993842344443,0.40278416206194617,0.3088012625923664,0.21979995523507315,1,0
-0.6197936020124266,-0.6799989912716565,-0.6746871145550978,-0.5628627616326286,-0.12532683281763915,-0.6948903473068077,-0.7976413654787299,-0.2960758986318912,-0.6812022675119769,-0.6363575621072913,-0.6832751352352837,-0.7666180723159732,-0.6956908744541106,-0.5536261979375685,-0.22103588622551013,-0.692521516746665,-0.7268839365102937,-0.668516712256094,-0.5486888997474186,-0.5707729898759071,-0.5892659492842373,0.4212132963130143,-0.6307468656536559,-0.6374742800255335,-0.6286424789473154,-0.5206925545051044,1,0
-0.7923043032899171,-0.8991348788243166,-0.8220849751673602,-0.5628627616326286,-0.1253268667830654,-0.9022883894260703,-1.0466235455316237,-0.7568143291232299,-0.5730643060877465,-0.7468868924573202,-0.7716555838031125,-0.8782447218250792,-0.7596840315754114,-0.6609223841512432,-0.23556269549012349,-0.7654499019895659,-0.8383390478782548,-0.7302205646612049,-0.6406638247626829,-0.7327773205795296,-0.6673873120367261,9.046725575256186,-0.6971818256464943,-0.721066476264706,-0.6833837193291946,-0.6464365655930592,1,0
-0.7923043032899171,-0.8991348788243166,-0.8220849751673602,-0.5628627616326286,-0.1253268648960973,-0.9022883894260703,-1.0051265155228082,-0.7568143291232299,-0.8293512746631726,-0.7310969881216018,-0.768256335781273,-0.8689425010326537,-0.7547614810276191,-0.6702524873002583,-0.23411001456366215,-0.7604203581797107,-0.825955146615148,-0.7271353720409494,-0.6406638247626829,-0.7327773205795296,-0.6673873120367261,4.384758412345606,-0.6971818256464943,-0.721066476264706,-0.6833837193291946,-0.6464365655930592,1,0
-0.6197936020124266,-0.6799989912716565,-0.6746871145550978,-0.5628627616326286,-0.12532684036551164,-0.28009426306828245,-0.5901562154346516,-0.7568143291232299,-0.6757953694407653,-0.517933279589403,-0.584696942601936,-0.5247603317129104,-0.6120075151416402,-0.6609223841512432,-0.18399252260074603,-0.5567238338805737,-0.4792059112481579,-0.5636201631674056,-0.5793472080858401,-0.6517751552277183,-0.5892659492842373,-0.5914986716600708,-0.5975293856572368,-0.6096102146124761,-0.5944292037086408,-0.534664111292655,1,0
-0.4472829007349363,-0.4608631037189964,-0.5272892539428354,-0.5628627616326286,-0.1253268365915754,-0.9022883894260703,-0.5901562154346516,0.011083055029001233,-0.5471111953459311,-0.5653029925965584,-0.5048146140887061,-0.4689470069583574,-0.5677045602115088,-0.2830532066161282,-0.17382375611551668,-0.4812806767327452,-0.4296703061957308,-0.4834051550407615,-0.42605566639373293,-0.4492697418481902,-0.4069827695284299,0.21168668224961737,-0.4646594656715599,-0.4610018657428361,-0.4644187578016777,-0.40892010020470027,1,0
-0.6197936020124266,-0.6799989912716565,-0.5272892539428354,-0.5628627616326286,-0.12532684791338417,-0.6948903473068077,-0.6731502754522829,-0.6032348522927836,-0.5471111953459311,-0.45477366224652943,-0.4402289016737543,-0.40383146141137893,-0.5012501278163117,-0.5442960947885533,-0.16510767055674866,-0.42847046672926525,-0.3305990960908765,-0.4432976509774394,-0.45671397473215436,-0.4897708245240958,-0.5111445865317483,-0.4867353646283724,-0.3899201356796167,-0.3774096695036636,-0.39599220732432866,-0.25523297554164454,1,0
