LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective_N,Defective_Y
1.2830314889440837,0.4023150647541249,-0.22568768474230272,-0.40917569241601165,0.400167034708548,0.33910135484222403,1.0156358006709791,0.1784120711128469,-0.18144747468669115,0.9837820407960598,0.02245368300881769,0.1222503403629531,0.13934339667367449,-0.5714215088518934,0.022457328969480973,0.12060100365434719,0.13576143153629588,0.14074759653607155,0.37047914899897494,1.821197301874613,0.2588446030374338,0,1
-0.6237854098258296,-0.6469325578299354,-0.22568768474230272,-0.40917569241601165,-0.648100463210434,-0.6281244505305332,-0.41216830175774144,-0.7322415105813026,-0.619129082489047,-0.8264341183966152,-0.39871084572160964,-0.5899401684159709,-0.6713118336985867,0.4980042247607467,-0.3987147764229906,-0.6054211828255118,-0.6466635774314112,-0.6826524560006105,-0.6502953753265985,-0.7808273456104925,-0.7137147265629082,1,0
3.189848387713997,2.5008103099222456,-0.22568768474230272,6.394302075132051,2.496702030546512,2.2735529655877387,3.5142929799212403,3.9611269489193144,2.3944375171148207,2.6573781125024953,3.9614731859494072,3.9205997205172136,3.5621099249121104,-0.6478090612527961,3.9614725270245548,3.939235897593695,3.89140147458129,3.3374772122667196,4.380664780278013,3.035475470700996,4.349314724591814,0,1
-0.41191686551806145,-0.22723350879631127,-0.22568768474230272,-0.157195034358676,-0.2287934640428412,-0.38631799918734394,-0.41216830175774144,-0.2068644442192933,-0.3788332978132439,0.4464096966835173,-0.20566941228337435,-0.16262586314861652,-0.11085883492270242,-0.4950339564509904,-0.20567022247052746,-0.18374658539444855,-0.12504690478627314,-0.10142888950412905,-0.2857330452103223,0.2599825133835497,-0.2560397479274532,0,1
0.43555731171301104,1.031863638304561,-0.22568768474230272,1.354688913985338,1.029127533459937,1.064520708871792,-0.41216830175774144,2.034744372258613,1.654669780005741,1.3697337879446867,1.1356311571566051,1.7840281941804421,1.930791374903733,-0.6096152850523446,1.1356339539508378,1.7747472412013243,1.9875006194265359,1.8844182960255158,1.537078605371059,0.7803874428805708,1.8321023420968106,0,1
0.8592944003285474,0.19246554023731283,-0.22568768474230272,-0.157195034358676,0.19051353512475155,0.09729490349903472,0.3017337494566189,-0.10178903094689142,0.15024652808901567,-0.014683098582541312,-0.24736460766726515,-0.11514649589668828,-0.08083456713113718,-0.3804526278496361,-0.24736630894134817,-0.1294824483911041,-0.09896607115401623,-0.06913869136543564,0.07882928490595394,0.2599825133835497,-0.027202258609725655,1,0
-0.20004832121029334,-0.01738398427949922,-0.22568768474230272,-0.157195034358676,-0.01913996445904483,0.09729490349903472,0.3017337494566189,0.1433869333553796,0.5660440555012539,-0.038591613892633346,-0.21124703757528182,0.027291605859096492,0.06928677182668895,-0.3804526278496361,-0.21125051668522832,0.011455552236421623,-0.04680440388950244,0.14074759653607155,0.2975666829757197,0.43345082321589007,0.001402427554990287,1,0
-0.41191686551806145,-0.6469325578299354,-0.22568768474230272,-0.40917569241601165,-0.648100463210434,-0.6281244505305332,-0.41216830175774144,-0.6621912350663681,-0.588663009789079,-0.6363044966449317,-0.38851010740864267,-0.5424608011640426,-0.5912471195877461,0.03967891035532951,-0.38850692115219637,-0.5560153398029275,-0.5945019101668974,-0.5857818615845303,-0.6502953753265985,-0.6073590357781522,-0.6565053542334763,1,0
-0.41191686551806145,0.612164589270937,-0.22568768474230272,0.09478562369865967,0.6098205342923444,0.8227142575286027,-0.41216830175774144,0.6337388619599217,0.5926482316617893,0.8608239620584442,0.22967580620435712,0.5970440128822357,0.739828752504979,-0.5332277326514419,0.22967278788610554,0.5832783362780805,0.6573781041814339,0.7865515593099398,0.5163040810454854,0.6069191330482304,0.45907740619044535,0,1
-0.6237854098258296,-0.6469325578299354,-0.22568768474230272,-0.40917569241601165,-0.648100463210434,-0.6281244505305332,-0.41216830175774144,-0.7672666483387699,-1.0709709776026557,-0.8833591548492151,-0.4036835610935016,-0.6374195356678991,-0.7513765478094273,0.7653606581639067,-0.40368660240194215,-0.6603024972400929,-0.7770677455926956,-0.7310877532086506,-1.0148577054428747,-0.9542956554428329,-0.799528785057056,0,1
-0.6237854098258296,-0.4370830333131233,-0.22568768474230272,-0.40917569241601165,-0.4384469636266376,-0.38631799918734394,-0.41216830175774144,-0.8373169238537045,-1.171380287627902,-0.3710338267758164,-0.39700153041086,-0.6374195356678991,-0.7213522800178621,-0.2276775230478304,-0.3970014579696965,-0.642119501201352,-0.7509869119604388,-0.6987975550699572,-1.0148577054428747,-0.6073590357781522,-0.856738157386488,1,0
-0.6237854098258296,-0.6469325578299354,-0.22568768474230272,-0.40917569241601165,-0.648100463210434,-0.6281244505305332,-0.41216830175774144,-0.7672666483387699,-0.9250771083352037,-0.8833591548492151,-0.4027392789168892,-0.6374195356678991,-0.7313603692817171,0.7653606581639067,-0.4027418754043314,-0.646867019749326,-0.7249060783281819,-0.7310877532086506,-0.8690327733963642,-0.9542956554428329,-0.799528785057056,1,0
1.0711629446363156,3.5500579325063057,0.8821485436815318,0.8507275978706667,3.5449695284654936,4.208004576333253,3.8712440055284203,2.9103728161952955,1.472731543036919,2.8532002378994386,3.2274519153072068,2.9710123754786486,3.0316811939277915,-0.6478090612527961,3.2274516745249815,2.9748408048200545,3.0568147983490688,2.9984301318104385,2.1203783335571007,1.821197301874613,2.604428868544141,1,0
